OrganisationID;OrganisationCode;OrganisationName;MetricName;Value;Text
42713;RWG02;Watford General Hospital;Risk recorded before surgery;71%;of patients had risk recorded, National average 75%
42713;RWG02;Watford General Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;89%;of high risk surgeries supervised, National average 83%
42718;RWH01;Lister Hospital;30 day survival rate;86.80%;86.80%
42718;RWH01;Lister Hospital;Arrival time to theatre;96%;of patients arrived within appropriate time, National average 82%
42718;RWH01;Lister Hospital;Data Quality;100%;of applicable cases included
42718;RWH01;Lister Hospital;High risk patients transferred to critical care;82%;of high risk patients transferred, National average 87%
42718;RWH01;Lister Hospital;Number of cases;165;cases
42718;RWH01;Lister Hospital;Risk recorded before surgery;34%;of patients had risk recorded, National average 75%
42718;RWH01;Lister Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;73%;of high risk surgeries supervised, National average 83%
42725;RWJ09;Stepping Hill Hospital;30 day survival rate;90.50%;90.50%
42725;RWJ09;Stepping Hill Hospital;Arrival time to theatre;70%;of patients arrived within appropriate time, National average 82%
42725;RWJ09;Stepping Hill Hospital;Data Quality;97%;of applicable cases included
42725;RWJ09;Stepping Hill Hospital;High risk patients transferred to critical care;92%;of high risk patients transferred, National average 87%
42725;RWJ09;Stepping Hill Hospital;Number of cases;140;cases
42725;RWJ09;Stepping Hill Hospital;Risk recorded before surgery;76%;of patients had risk recorded, National average 75%
42725;RWJ09;Stepping Hill Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;99%;of high risk surgeries supervised, National average 83%
42755;RWP50;Worcestershire Royal Hospital;30 day survival rate;88.70%;88.70%
42755;RWP50;Worcestershire Royal Hospital;Arrival time to theatre;81%;of patients arrived within appropriate time, National average 82%
42755;RWP50;Worcestershire Royal Hospital;Data Quality;96%;of applicable cases included
42755;RWP50;Worcestershire Royal Hospital;High risk patients transferred to critical care;95%;of high risk patients transferred, National average 87%
42755;RWP50;Worcestershire Royal Hospital;Number of cases;285;cases
42755;RWP50;Worcestershire Royal Hospital;Risk recorded before surgery;85%;of patients had risk recorded, National average 75%
42755;RWP50;Worcestershire Royal Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;82%;of high risk surgeries supervised, National average 83%
42841;RWWWH;Warrington Hospital;30 day survival rate;90.50%;90.50%
42841;RWWWH;Warrington Hospital;Arrival time to theatre;83%;of patients arrived within appropriate time, National average 82%
42841;RWWWH;Warrington Hospital;Data Quality;100%;of applicable cases included
42841;RWWWH;Warrington Hospital;High risk patients transferred to critical care;96%;of high risk patients transferred, National average 87%
42841;RWWWH;Warrington Hospital;Number of cases;138;cases
42841;RWWWH;Warrington Hospital;Risk recorded before surgery;89%;of patients had risk recorded, National average 75%
42841;RWWWH;Warrington Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;92%;of high risk surgeries supervised, National average 83%
42864;RWY01;Huddersfield Royal Infirmary;30 day survival rate;90.60%;90.60%
42864;RWY01;Huddersfield Royal Infirmary;Arrival time to theatre;91%;of patients arrived within appropriate time, National average 82%
42864;RWY01;Huddersfield Royal Infirmary;Data Quality;100%;of applicable cases included
42864;RWY01;Huddersfield Royal Infirmary;High risk patients transferred to critical care;71%;of high risk patients transferred, National average 87%
42864;RWY01;Huddersfield Royal Infirmary;Number of cases;187;cases
42864;RWY01;Huddersfield Royal Infirmary;Risk recorded before surgery;86%;of patients had risk recorded, National average 75%
42864;RWY01;Huddersfield Royal Infirmary;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;98%;of high risk surgeries supervised, National average 83%
42880;RX1CC;Nottingham University Hospitals NHS Trust - City Campus;30 day survival rate;87.20%;87.20%
42880;RX1CC;Nottingham University Hospitals NHS Trust - City Campus;Arrival time to theatre;90%;of patients arrived within appropriate time, National average 82%
42880;RX1CC;Nottingham University Hospitals NHS Trust - City Campus;Data Quality;100%;of applicable cases included
42880;RX1CC;Nottingham University Hospitals NHS Trust - City Campus;High risk patients transferred to critical care;85%;of high risk patients transferred, National average 87%
42880;RX1CC;Nottingham University Hospitals NHS Trust - City Campus;Number of cases;41;cases
42880;RX1CC;Nottingham University Hospitals NHS Trust - City Campus;Risk recorded before surgery;80%;of patients had risk recorded, National average 75%
42880;RX1CC;Nottingham University Hospitals NHS Trust - City Campus;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;64%;of high risk surgeries supervised, National average 83%
42881;RX1RA;Nottingham University Hospitals NHS Trust - Queen's Medical Centre Campus;30 day survival rate;91.20%;91.20%
42881;RX1RA;Nottingham University Hospitals NHS Trust - Queen's Medical Centre Campus;Arrival time to theatre;88%;of patients arrived within appropriate time, National average 82%
42881;RX1RA;Nottingham University Hospitals NHS Trust - Queen's Medical Centre Campus;Data Quality;100%;of applicable cases included
42881;RX1RA;Nottingham University Hospitals NHS Trust - Queen's Medical Centre Campus;High risk patients transferred to critical care;89%;of high risk patients transferred, National average 87%
42881;RX1RA;Nottingham University Hospitals NHS Trust - Queen's Medical Centre Campus;Number of cases;299;cases
42881;RX1RA;Nottingham University Hospitals NHS Trust - Queen's Medical Centre Campus;Risk recorded before surgery;86%;of patients had risk recorded, National average 75%
42881;RX1RA;Nottingham University Hospitals NHS Trust - Queen's Medical Centre Campus;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;75%;of high risk surgeries supervised, National average 83%
43032;RXC01;Conquest Hospital;30 day survival rate;91.90%;91.90%
43032;RXC01;Conquest Hospital;Arrival time to theatre;89%;of patients arrived within appropriate time, National average 82%
43032;RXC01;Conquest Hospital;Data Quality;100%;of applicable cases included
43032;RXC01;Conquest Hospital;High risk patients transferred to critical care;87%;of high risk patients transferred, National average 87%
43032;RXC01;Conquest Hospital;Number of cases;161;cases
43032;RXC01;Conquest Hospital;Risk recorded before surgery;89%;of patients had risk recorded, National average 75%
43032;RXC01;Conquest Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;92%;of high risk surgeries supervised, National average 83%
43048;RXF05;Pinderfields Hospital;30 day survival rate;92.30%;92.30%
43048;RXF05;Pinderfields Hospital;Arrival time to theatre;73%;of patients arrived within appropriate time, National average 82%
43048;RXF05;Pinderfields Hospital;Data Quality;48%;of applicable cases included
43048;RXF05;Pinderfields Hospital;High risk patients transferred to critical care;77%;of high risk patients transferred, National average 87%
43048;RXF05;Pinderfields Hospital;Number of cases;142;cases
43048;RXF05;Pinderfields Hospital;Risk recorded before surgery;49%;of patients had risk recorded, National average 75%
43048;RXF05;Pinderfields Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;63%;of high risk surgeries supervised, National average 83%
43050;RXF10;Dewsbury and District Hospital;30 day survival rate;;
43050;RXF10;Dewsbury and District Hospital;Arrival time to theatre;;
43050;RXF10;Dewsbury and District Hospital;Data Quality;;
43050;RXF10;Dewsbury and District Hospital;High risk patients transferred to critical care;;
43050;RXF10;Dewsbury and District Hospital;Number of cases;0;cases
43050;RXF10;Dewsbury and District Hospital;Risk recorded before surgery;;
43050;RXF10;Dewsbury and District Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;;
43073;RXH01;Royal Sussex County Hospital;30 day survival rate;93.10%;93.10%
43073;RXH01;Royal Sussex County Hospital;Arrival time to theatre;59%;of patients arrived within appropriate time, National average 82%
43073;RXH01;Royal Sussex County Hospital;Data Quality;61%;of applicable cases included
43073;RXH01;Royal Sussex County Hospital;High risk patients transferred to critical care;85%;of high risk patients transferred, National average 87%
43073;RXH01;Royal Sussex County Hospital;Number of cases;149;cases
43073;RXH01;Royal Sussex County Hospital;Risk recorded before surgery;85%;of patients had risk recorded, National average 75%
43073;RXH01;Royal Sussex County Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;64%;of high risk surgeries supervised, National average 83%
43107;RXK01;Sandwell District General Hospital;30 day survival rate;88.50%;88.50%
43107;RXK01;Sandwell District General Hospital;Arrival time to theatre;86%;of patients arrived within appropriate time, National average 82%
43107;RXK01;Sandwell District General Hospital;Data Quality;100%;of applicable cases included
43107;RXK01;Sandwell District General Hospital;High risk patients transferred to critical care;78%;of high risk patients transferred, National average 87%
43107;RXK01;Sandwell District General Hospital;Number of cases;169;cases
43107;RXK01;Sandwell District General Hospital;Risk recorded before surgery;83%;of patients had risk recorded, National average 75%
43107;RXK01;Sandwell District General Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;83%;of high risk surgeries supervised, National average 83%
43108;RXK02;City Hospital;30 day survival rate;;
43108;RXK02;City Hospital;Arrival time to theatre;100%;of patients arrived within appropriate time, National average 82%
43108;RXK02;City Hospital;Data Quality;43%;of applicable cases included
43108;RXK02;City Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
43108;RXK02;City Hospital;Number of cases;3;cases
43108;RXK02;City Hospital;Risk recorded before surgery;100%;of patients had risk recorded, National average 75%
43108;RXK02;City Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;100%;of high risk surgeries supervised, National average 83%
43136;RXL01;Blackpool Victoria Hospital;30 day survival rate;93.10%;93.10%
43136;RXL01;Blackpool Victoria Hospital;Arrival time to theatre;89%;of patients arrived within appropriate time, National average 82%
43136;RXL01;Blackpool Victoria Hospital;Data Quality;100%;of applicable cases included
43136;RXL01;Blackpool Victoria Hospital;High risk patients transferred to critical care;97%;of high risk patients transferred, National average 87%
43136;RXL01;Blackpool Victoria Hospital;Number of cases;180;cases
43136;RXL01;Blackpool Victoria Hospital;Risk recorded before surgery;95%;of patients had risk recorded, National average 75%
43136;RXL01;Blackpool Victoria Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;99%;of high risk surgeries supervised, National average 83%
43183;RXN02;Royal Preston Hospital;30 day survival rate;90.30%;90.30%
43183;RXN02;Royal Preston Hospital;Arrival time to theatre;67%;of patients arrived within appropriate time, National average 82%
43183;RXN02;Royal Preston Hospital;Data Quality;92%;of applicable cases included
43183;RXN02;Royal Preston Hospital;High risk patients transferred to critical care;93%;of high risk patients transferred, National average 87%
43183;RXN02;Royal Preston Hospital;Number of cases;146;cases
43183;RXN02;Royal Preston Hospital;Risk recorded before surgery;81%;of patients had risk recorded, National average 75%
43183;RXN02;Royal Preston Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;73%;of high risk surgeries supervised, National average 83%
43198;RXPCP;University Hospital Of North Durham;30 day survival rate;94.00%;94.00%
43198;RXPCP;University Hospital Of North Durham;Arrival time to theatre;90%;of patients arrived within appropriate time, National average 82%
43198;RXPCP;University Hospital Of North Durham;Data Quality;94%;of applicable cases included
43198;RXPCP;University Hospital Of North Durham;High risk patients transferred to critical care;75%;of high risk patients transferred, National average 87%
43198;RXPCP;University Hospital Of North Durham;Number of cases;137;cases
43198;RXPCP;University Hospital Of North Durham;Risk recorded before surgery;58%;of patients had risk recorded, National average 75%
43198;RXPCP;University Hospital Of North Durham;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;98%;of high risk surgeries supervised, National average 83%
43202;RXPDA;Darlington Memorial Hospital;30 day survival rate;93.50%;93.50%
43202;RXPDA;Darlington Memorial Hospital;Arrival time to theatre;86%;of patients arrived within appropriate time, National average 82%
43202;RXPDA;Darlington Memorial Hospital;Data Quality;73%;of applicable cases included
43202;RXPDA;Darlington Memorial Hospital;High risk patients transferred to critical care;85%;of high risk patients transferred, National average 87%
43202;RXPDA;Darlington Memorial Hospital;Number of cases;97;cases
43202;RXPDA;Darlington Memorial Hospital;Risk recorded before surgery;69%;of patients had risk recorded, National average 75%
43202;RXPDA;Darlington Memorial Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;100%;of high risk surgeries supervised, National average 83%
43208;RXQ02;Stoke Mandeville Hospital;30 day survival rate;88.90%;88.90%
43208;RXQ02;Stoke Mandeville Hospital;Arrival time to theatre;75%;of patients arrived within appropriate time, National average 82%
43208;RXQ02;Stoke Mandeville Hospital;Data Quality;100%;of applicable cases included
43208;RXQ02;Stoke Mandeville Hospital;High risk patients transferred to critical care;93%;of high risk patients transferred, National average 87%
43208;RXQ02;Stoke Mandeville Hospital;Number of cases;148;cases
43208;RXQ02;Stoke Mandeville Hospital;Risk recorded before surgery;72%;of patients had risk recorded, National average 75%
43208;RXQ02;Stoke Mandeville Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;84%;of high risk surgeries supervised, National average 83%
43224;RXR20;Royal Blackburn Hospital;30 day survival rate;89.80%;89.80%
43224;RXR20;Royal Blackburn Hospital;Arrival time to theatre;78%;of patients arrived within appropriate time, National average 82%
43224;RXR20;Royal Blackburn Hospital;Data Quality;100%;of applicable cases included
43224;RXR20;Royal Blackburn Hospital;High risk patients transferred to critical care;89%;of high risk patients transferred, National average 87%
43224;RXR20;Royal Blackburn Hospital;Number of cases;227;cases
43224;RXR20;Royal Blackburn Hospital;Risk recorded before surgery;80%;of patients had risk recorded, National average 75%
43224;RXR20;Royal Blackburn Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;92%;of high risk surgeries supervised, National average 83%
43348;RXWAS;Royal Shrewsbury Hospital;30 day survival rate;86.50%;86.50%
43348;RXWAS;Royal Shrewsbury Hospital;Arrival time to theatre;90%;of patients arrived within appropriate time, National average 82%
43348;RXWAS;Royal Shrewsbury Hospital;Data Quality;61%;of applicable cases included
43348;RXWAS;Royal Shrewsbury Hospital;High risk patients transferred to critical care;79%;of high risk patients transferred, National average 87%
43348;RXWAS;Royal Shrewsbury Hospital;Number of cases;178;cases
43348;RXWAS;Royal Shrewsbury Hospital;Risk recorded before surgery;51%;of patients had risk recorded, National average 75%
43348;RXWAS;Royal Shrewsbury Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;77%;of high risk surgeries supervised, National average 83%
43800;RYJ01;St Mary's Hospital (HQ);30 day survival rate;91.40%;91.40%
43800;RYJ01;St Mary's Hospital (HQ);Arrival time to theatre;82%;of patients arrived within appropriate time, National average 82%
43800;RYJ01;St Mary's Hospital (HQ);Data Quality;86%;of applicable cases included
43800;RYJ01;St Mary's Hospital (HQ);High risk patients transferred to critical care;81%;of high risk patients transferred, National average 87%
43800;RYJ01;St Mary's Hospital (HQ);Number of cases;111;cases
43800;RYJ01;St Mary's Hospital (HQ);Risk recorded before surgery;40%;of patients had risk recorded, National average 75%
43800;RYJ01;St Mary's Hospital (HQ);Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;83%;of high risk surgeries supervised, National average 83%
43801;RYJ02;Charing Cross Hospital;30 day survival rate;;
43801;RYJ02;Charing Cross Hospital;Arrival time to theatre;100%;of patients arrived within appropriate time, National average 82%
43801;RYJ02;Charing Cross Hospital;Data Quality;4%;of applicable cases included
43801;RYJ02;Charing Cross Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
43801;RYJ02;Charing Cross Hospital;Number of cases;3;cases
43801;RYJ02;Charing Cross Hospital;Risk recorded before surgery;100%;of patients had risk recorded, National average 75%
43801;RYJ02;Charing Cross Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;100%;of high risk surgeries supervised, National average 83%
43869;RYR16;St Richard's Hospital;30 day survival rate;91.10%;91.10%
43869;RYR16;St Richard's Hospital;Arrival time to theatre;88%;of patients arrived within appropriate time, National average 82%
43869;RYR16;St Richard's Hospital;Data Quality;63%;of applicable cases included
43869;RYR16;St Richard's Hospital;High risk patients transferred to critical care;92%;of high risk patients transferred, National average 87%
43869;RYR16;St Richard's Hospital;Number of cases;129;cases
43869;RYR16;St Richard's Hospital;Risk recorded before surgery;71%;of patients had risk recorded, National average 75%
43869;RYR16;St Richard's Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;94%;of high risk surgeries supervised, National average 83%
43870;RYR18;Worthing Hospital;30 day survival rate;93.40%;93.40%
43870;RYR18;Worthing Hospital;Arrival time to theatre;90%;of patients arrived within appropriate time, National average 82%
43870;RYR18;Worthing Hospital;Data Quality;100%;of applicable cases included
43870;RYR18;Worthing Hospital;High risk patients transferred to critical care;92%;of high risk patients transferred, National average 87%
43870;RYR18;Worthing Hospital;Number of cases;150;cases
43870;RYR18;Worthing Hospital;Risk recorded before surgery;67%;of patients had risk recorded, National average 75%
43870;RYR18;Worthing Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;85%;of high risk surgeries supervised, National average 83%
60338;R1F01;St Mary's Hospital;30 day survival rate;89.80%;89.80%
60338;R1F01;St Mary's Hospital;Arrival time to theatre;88%;of patients arrived within appropriate time, National average 82%
60338;R1F01;St Mary's Hospital;Data Quality;80%;of applicable cases included
60338;R1F01;St Mary's Hospital;High risk patients transferred to critical care;95%;of high risk patients transferred, National average 87%
60338;R1F01;St Mary's Hospital;Number of cases;56;cases
60338;R1F01;St Mary's Hospital;Risk recorded before surgery;88%;of patients had risk recorded, National average 75%
60338;R1F01;St Mary's Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;66%;of high risk surgeries supervised, National average 83%
60822;RD300;Poole General Hospital;30 day survival rate;89.40%;89.40%
60822;RD300;Poole General Hospital;Arrival time to theatre;78%;of patients arrived within appropriate time, National average 82%
60822;RD300;Poole General Hospital;Data Quality;86%;of applicable cases included
60822;RD300;Poole General Hospital;High risk patients transferred to critical care;90%;of high risk patients transferred, National average 87%
60822;RD300;Poole General Hospital;Number of cases;96;cases
60822;RD300;Poole General Hospital;Risk recorded before surgery;90%;of patients had risk recorded, National average 75%
60822;RD300;Poole General Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;77%;of high risk surgeries supervised, National average 83%
68511;RJ231;Queen Elizabeth Hospital;30 day survival rate;84.90%;84.90%
68511;RJ231;Queen Elizabeth Hospital;Arrival time to theatre;86%;of patients arrived within appropriate time, National average 82%
68511;RJ231;Queen Elizabeth Hospital;Data Quality;63%;of applicable cases included
68511;RJ231;Queen Elizabeth Hospital;High risk patients transferred to critical care;78%;of high risk patients transferred, National average 87%
68511;RJ231;Queen Elizabeth Hospital;Number of cases;100;cases
68511;RJ231;Queen Elizabeth Hospital;Risk recorded before surgery;65%;of patients had risk recorded, National average 75%
68511;RJ231;Queen Elizabeth Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;64%;of high risk surgeries supervised, National average 83%
72361;RAL26;Barnet Hospital;30 day survival rate;87.20%;87.20%
72361;RAL26;Barnet Hospital;Arrival time to theatre;90%;of patients arrived within appropriate time, National average 82%
72361;RAL26;Barnet Hospital;Data Quality;55%;of applicable cases included
72361;RAL26;Barnet Hospital;High risk patients transferred to critical care;93%;of high risk patients transferred, National average 87%
72361;RAL26;Barnet Hospital;Number of cases;82;cases
72361;RAL26;Barnet Hospital;Risk recorded before surgery;70%;of patients had risk recorded, National average 75%
72361;RAL26;Barnet Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;94%;of high risk surgeries supervised, National average 83%
78514;RTG02;Burton Hospital;30 day survival rate;86.80%;86.80%
78514;RTG02;Burton Hospital;Arrival time to theatre;74%;of patients arrived within appropriate time, National average 82%
78514;RTG02;Burton Hospital;Data Quality;74%;of applicable cases included
78514;RTG02;Burton Hospital;High risk patients transferred to critical care;73%;of high risk patients transferred, National average 87%
78514;RTG02;Burton Hospital;Number of cases;99;cases
78514;RTG02;Burton Hospital;Risk recorded before surgery;100%;of patients had risk recorded, National average 75%
78514;RTG02;Burton Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;96%;of high risk surgeries supervised, National average 83%
864773;RCBCA;Scarborough Hospital;30 day survival rate;;
864773;RCBCA;Scarborough Hospital;Arrival time to theatre;100%;of patients arrived within appropriate time, National average 82%
864773;RCBCA;Scarborough Hospital;Data Quality;7%;of applicable cases included
864773;RCBCA;Scarborough Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
864773;RCBCA;Scarborough Hospital;Number of cases;7;cases
864773;RCBCA;Scarborough Hospital;Risk recorded before surgery;100%;of patients had risk recorded, National average 75%
864773;RCBCA;Scarborough Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;100%;of high risk surgeries supervised, National average 83%
1094756;RJZ30;Princess Royal University Hospital;30 day survival rate;95.10%;95.10%
1094756;RJZ30;Princess Royal University Hospital;Arrival time to theatre;95%;of patients arrived within appropriate time, National average 82%
1094756;RJZ30;Princess Royal University Hospital;Data Quality;59%;of applicable cases included
1094756;RJZ30;Princess Royal University Hospital;High risk patients transferred to critical care;79%;of high risk patients transferred, National average 87%
1094756;RJZ30;Princess Royal University Hospital;Number of cases;97;cases
1094756;RJZ30;Princess Royal University Hospital;Risk recorded before surgery;67%;of patients had risk recorded, National average 75%
1094756;RJZ30;Princess Royal University Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;90%;of high risk surgeries supervised, National average 83%
2131250;RTF86;Northumbria Specialist Emergency Care Hospital;30 day survival rate;91.10%;91.10%
2131250;RTF86;Northumbria Specialist Emergency Care Hospital;Arrival time to theatre;87%;of patients arrived within appropriate time, National average 82%
2131250;RTF86;Northumbria Specialist Emergency Care Hospital;Data Quality;100%;of applicable cases included
2131250;RTF86;Northumbria Specialist Emergency Care Hospital;High risk patients transferred to critical care;88%;of high risk patients transferred, National average 87%
2131250;RTF86;Northumbria Specialist Emergency Care Hospital;Number of cases;269;cases
2131250;RTF86;Northumbria Specialist Emergency Care Hospital;Risk recorded before surgery;88%;of patients had risk recorded, National average 75%
2131250;RTF86;Northumbria Specialist Emergency Care Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;99%;of high risk surgeries supervised, National average 83%
2917651;R1K01;Northwick Park Hospital;30 day survival rate;89.90%;89.90%
2917651;R1K01;Northwick Park Hospital;Arrival time to theatre;80%;of patients arrived within appropriate time, National average 82%
2917651;R1K01;Northwick Park Hospital;Data Quality;60%;of applicable cases included
2917651;R1K01;Northwick Park Hospital;High risk patients transferred to critical care;71%;of high risk patients transferred, National average 87%
2917651;R1K01;Northwick Park Hospital;Number of cases;147;cases
2917651;R1K01;Northwick Park Hospital;Risk recorded before surgery;86%;of patients had risk recorded, National average 75%
2917651;R1K01;Northwick Park Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;71%;of high risk surgeries supervised, National average 83%
2917654;R1K04;Ealing Hospital;30 day survival rate;94.30%;94.30%
2917654;R1K04;Ealing Hospital;Arrival time to theatre;96%;of patients arrived within appropriate time, National average 82%
2917654;R1K04;Ealing Hospital;Data Quality;68%;of applicable cases included
2917654;R1K04;Ealing Hospital;High risk patients transferred to critical care;90%;of high risk patients transferred, National average 87%
2917654;R1K04;Ealing Hospital;Number of cases;38;cases
2917654;R1K04;Ealing Hospital;Risk recorded before surgery;32%;of patients had risk recorded, National average 75%
2917654;R1K04;Ealing Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;40%;of high risk surgeries supervised, National average 83%
2917659;RNS01;Northampton General Hospital (Acute);30 day survival rate;89.60%;89.60%
2917659;RNS01;Northampton General Hospital (Acute);Arrival time to theatre;87%;of patients arrived within appropriate time, National average 82%
2917659;RNS01;Northampton General Hospital (Acute);Data Quality;100%;of applicable cases included
2917659;RNS01;Northampton General Hospital (Acute);High risk patients transferred to critical care;89%;of high risk patients transferred, National average 87%
2917659;RNS01;Northampton General Hospital (Acute);Number of cases;206;cases
2917659;RNS01;Northampton General Hospital (Acute);Risk recorded before surgery;81%;of patients had risk recorded, National average 75%
2917659;RNS01;Northampton General Hospital (Acute);Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;98%;of high risk surgeries supervised, National average 83%
4210024;RDU35;The Crossley Club, Lightwater;30 day survival rate;91.40%;91.40%
4210024;RDU35;The Crossley Club, Lightwater;Arrival time to theatre;83%;of patients arrived within appropriate time, National average 82%
4210024;RDU35;The Crossley Club, Lightwater;Data Quality;91%;of applicable cases included
4210024;RDU35;The Crossley Club, Lightwater;High risk patients transferred to critical care;76%;of high risk patients transferred, National average 87%
4210024;RDU35;The Crossley Club, Lightwater;Number of cases;151;cases
4210024;RDU35;The Crossley Club, Lightwater;Risk recorded before surgery;84%;of patients had risk recorded, National average 75%
4210024;RDU35;The Crossley Club, Lightwater;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;81%;of high risk surgeries supervised, National average 83%
4622618;RQM91;West Middlesex University Hospital;30 day survival rate;81.10%;81.10%
4622618;RQM91;West Middlesex University Hospital;Arrival time to theatre;88%;of patients arrived within appropriate time, National average 82%
4622618;RQM91;West Middlesex University Hospital;Data Quality;63%;of applicable cases included
4622618;RQM91;West Middlesex University Hospital;High risk patients transferred to critical care;100%;of high risk patients transferred, National average 87%
4622618;RQM91;West Middlesex University Hospital;Number of cases;47;cases
4622618;RQM91;West Middlesex University Hospital;Risk recorded before surgery;79%;of patients had risk recorded, National average 75%
4622618;RQM91;West Middlesex University Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;70%;of high risk surgeries supervised, National average 83%
5177144;RTP04;East Surrey Hospital;30 day survival rate;90.90%;90.90%
5177144;RTP04;East Surrey Hospital;Arrival time to theatre;89%;of patients arrived within appropriate time, National average 82%
5177144;RTP04;East Surrey Hospital;Data Quality;61%;of applicable cases included
5177144;RTP04;East Surrey Hospital;High risk patients transferred to critical care;93%;of high risk patients transferred, National average 87%
5177144;RTP04;East Surrey Hospital;Number of cases;100;cases
5177144;RTP04;East Surrey Hospital;Risk recorded before surgery;74%;of patients had risk recorded, National average 75%
5177144;RTP04;East Surrey Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;91%;of high risk surgeries supervised, National average 83%
7353080;RGN90;Hinchingbrooke Hospital;30 day survival rate;87.80%;87.80%
7353080;RGN90;Hinchingbrooke Hospital;Arrival time to theatre;89%;of patients arrived within appropriate time, National average 82%
7353080;RGN90;Hinchingbrooke Hospital;Data Quality;79%;of applicable cases included
7353080;RGN90;Hinchingbrooke Hospital;High risk patients transferred to critical care;79%;of high risk patients transferred, National average 87%
7353080;RGN90;Hinchingbrooke Hospital;Number of cases;48;cases
7353080;RGN90;Hinchingbrooke Hospital;Risk recorded before surgery;50%;of patients had risk recorded, National average 75%
7353080;RGN90;Hinchingbrooke Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;62%;of high risk surgeries supervised, National average 83%
8228422;R0A02;Manchester Royal Infirmary;30 day survival rate;89.90%;89.90%
8228422;R0A02;Manchester Royal Infirmary;Arrival time to theatre;75%;of patients arrived within appropriate time, National average 82%
8228422;R0A02;Manchester Royal Infirmary;Data Quality;86%;of applicable cases included
8228422;R0A02;Manchester Royal Infirmary;High risk patients transferred to critical care;96%;of high risk patients transferred, National average 87%
8228422;R0A02;Manchester Royal Infirmary;Number of cases;120;cases
8228422;R0A02;Manchester Royal Infirmary;Risk recorded before surgery;52%;of patients had risk recorded, National average 75%
8228422;R0A02;Manchester Royal Infirmary;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;94%;of high risk surgeries supervised, National average 83%
8228427;R0A07;Wythenshawe Hospital;30 day survival rate;94.60%;94.60%
8228427;R0A07;Wythenshawe Hospital;Arrival time to theatre;83%;of patients arrived within appropriate time, National average 82%
8228427;R0A07;Wythenshawe Hospital;Data Quality;100%;of applicable cases included
8228427;R0A07;Wythenshawe Hospital;High risk patients transferred to critical care;96%;of high risk patients transferred, National average 87%
8228427;R0A07;Wythenshawe Hospital;Number of cases;150;cases
8228427;R0A07;Wythenshawe Hospital;Risk recorded before surgery;86%;of patients had risk recorded, National average 75%
8228427;R0A07;Wythenshawe Hospital;Supervision of high risk surgery by consultant surgeon and consultant anaesthetist;84%;of high risk surgeries supervised, National average 83%
9445752;RRK97;Heartlands Hospital;30 day survival rate;89.20%;89.20%
